0.003353804755327991 | 25 | 0.05 | 0.75
0.0013382138539615987 | 25 | 0.05 | 0.78
0.0018560265095096604 | 25 | 0.05 | 0.81
0.00232694910087245 | 25 | 0.05 | 0.84
0.0018083169127335445 | 25 | 0.05 | 0.87
0.002871365203228009 | 25 | 0.05 | 0.9
0.001456920438420186 | 28 | 0.05 | 0.75
0.0033084980538939505 | 28 | 0.05 | 0.78
0.001761475560334791 | 28 | 0.05 | 0.81
0.004897823149986736 | 28 | 0.05 | 0.84
0.0010208811490097787 | 28 | 0.05 | 0.87
0.0015659285995135448 | 28 | 0.05 | 0.9
0.003984013996453832 | 31 | 0.05 | 0.75
0.003217336369933997 | 31 | 0.05 | 0.78
0.002670212102091874 | 31 | 0.05 | 0.81
0.0022362248949709296 | 31 | 0.05 | 0.84
0.0022589779318541964 | 31 | 0.05 | 0.87
0.0007135813563499518 | 31 | 0.05 | 0.9
0.006458437007228766 | 34 | 0.05 | 0.75
0.0017513918821964159 | 34 | 0.05 | 0.78
0.0026528305369807534 | 34 | 0.05 | 0.81
0.0014325102192485342 | 34 | 0.05 | 0.84
0.0027944482243818384 | 34 | 0.05 | 0.87
0.0019253744329504458 | 34 | 0.05 | 0.9
0.0023637958579244313 | 37 | 0.05 | 0.75
0.002677669504611706 | 37 | 0.05 | 0.78
0.001572605395941481 | 37 | 0.05 | 0.81
0.0020670128837397815 | 37 | 0.05 | 0.84
0.0024360316408880175 | 37 | 0.05 | 0.87
0.003582715378224621 | 37 | 0.05 | 0.9
0.0027843553485862793 | 40 | 0.05 | 0.75
0.005069441724853653 | 40 | 0.05 | 0.78
0.003793379832546655 | 40 | 0.05 | 0.81
0.002084310600744823 | 40 | 0.05 | 0.84
0.002837745459015071 | 40 | 0.05 | 0.87
0.002400978694039455 | 40 | 0.05 | 0.9
